id,subzone,planning_area,venue_type,competitor_score,competitor_density,created_at,competitor_count,underserved_score,overall_score
5687,JELEBU,BUKIT PANJANG,VEHICLE,2.19,medium,2025-04-18 14:20:19.894155,2,24.99,33.16
5688,JELEBU,BUKIT PANJANG,SPORTS_COMPLEX,87.49,unknown,2025-04-18 14:20:19.937922,,74.96,59.99
5689,KEAT HONG,CHOA CHU KANG,ARTS,39.26,unknown,2025-04-18 14:20:20.000755,,25.75,42.77
5690,KEAT HONG,CHOA CHU KANG,APPAREL,5.79,unknown,2025-04-18 14:20:20.051727,,25.75,30.73
5691,KEAT HONG,CHOA CHU KANG,CAFE,70.21,low,2025-04-18 14:20:20.104221,1,12.87,44.14
5692,KEAT HONG,CHOA CHU KANG,CLUBS,80.04,unknown,2025-04-18 14:20:20.147431,,25.75,42.76
5693,KEAT HONG,CHOA CHU KANG,DOCTOR,77.43,unknown,2025-04-18 14:20:20.19652,,25.75,30.73
5694,KEAT HONG,CHOA CHU KANG,RESTAURANT,66.77,high,2025-04-18 14:20:20.236343,5,4.29,27.81
5695,KEAT HONG,CHOA CHU KANG,SHOPPING,9.44,extremely high,2025-04-18 14:20:20.280386,7,3.22,21.49
5696,KEAT HONG,CHOA CHU KANG,PERSONAL_CARE,85.81,unknown,2025-04-18 14:20:20.321164,,25.75,30.73
5697,KEAT HONG,CHOA CHU KANG,SCHOOL,37.44,high,2025-04-18 14:20:20.382539,4,5.15,26.66
5698,KEAT HONG,CHOA CHU KANG,VEHICLE,19.40,medium,2025-04-18 14:20:20.434981,2,8.58,27.42
5699,KEAT HONG,CHOA CHU KANG,SPORTS_COMPLEX,64.38,unknown,2025-04-18 14:20:20.478884,,25.75,42.77
5700,BENDEMEER,KALLANG,ARTS,99.09,unknown,2025-04-18 14:20:20.520331,,50.65,51.48
5701,BENDEMEER,KALLANG,APPAREL,95.68,unknown,2025-04-18 14:20:20.607886,,50.65,39.44
5702,BENDEMEER,KALLANG,CAFE,1.74,unknown,2025-04-18 14:20:20.655545,,50.65,48.71
5703,BENDEMEER,KALLANG,CLUBS,58.26,unknown,2025-04-18 14:20:20.706951,,50.65,51.48
5704,BENDEMEER,KALLANG,DOCTOR,79.12,unknown,2025-04-18 14:20:20.754339,,50.65,39.44
5705,BENDEMEER,KALLANG,RESTAURANT,58.57,unknown,2025-04-18 14:20:20.794443,,50.65,35.63
5706,BENDEMEER,KALLANG,SHOPPING,40.08,unknown,2025-04-18 14:20:20.833134,,50.65,39.44
5707,BENDEMEER,KALLANG,PERSONAL_CARE,25.73,unknown,2025-04-18 14:20:20.883138,,50.65,39.44
5708,BENDEMEER,KALLANG,SCHOOL,88.80,unknown,2025-04-18 14:20:20.929404,,50.65,35.6
5709,BENDEMEER,KALLANG,VEHICLE,84.36,unknown,2025-04-18 14:20:20.970704,,50.65,39.44
5710,BENDEMEER,KALLANG,SPORTS_COMPLEX,63.45,unknown,2025-04-18 14:20:21.020587,,50.65,51.48
5711,BALESTIER,NOVENA,ARTS,68.19,unknown,2025-04-18 14:20:21.057478,,35.36,46.13
5712,BALESTIER,NOVENA,APPAREL,55.01,unknown,2025-04-18 14:20:21.100588,,35.36,34.09
5713,BALESTIER,NOVENA,CAFE,10.94,unknown,2025-04-18 14:20:21.138363,,35.36,43.36
5714,BALESTIER,NOVENA,CLUBS,16.91,unknown,2025-04-18 14:20:21.175398,,35.36,46.13
5715,BALESTIER,NOVENA,DOCTOR,70.27,unknown,2025-04-18 14:20:21.225299,,35.36,34.09
5716,BALESTIER,NOVENA,RESTAURANT,88.28,unknown,2025-04-18 14:20:21.269911,,35.36,30.28
5717,BALESTIER,NOVENA,SHOPPING,97.43,unknown,2025-04-18 14:20:21.309856,,35.36,34.09
5718,BALESTIER,NOVENA,PERSONAL_CARE,31.63,unknown,2025-04-18 14:20:21.349505,,35.36,34.09
5719,BALESTIER,NOVENA,SCHOOL,21.40,unknown,2025-04-18 14:20:21.384936,,35.36,30.25
5720,BALESTIER,NOVENA,VEHICLE,60.45,unknown,2025-04-18 14:20:21.426832,,35.36,34.09
5721,BALESTIER,NOVENA,SPORTS_COMPLEX,48.93,unknown,2025-04-18 14:20:21.466711,,35.36,46.13
5722,TUAS PROMENADE,TUAS,ARTS,2.24,unknown,2025-04-18 14:20:21.508265,,0.00,33.75
5723,TUAS PROMENADE,TUAS,APPAREL,25.94,unknown,2025-04-18 14:20:21.560825,,0.00,6.92
5724,TUAS PROMENADE,TUAS,CAFE,94.92,unknown,2025-04-18 14:20:21.60778,,0.00,30.98
5725,TUAS PROMENADE,TUAS,CLUBS,82.24,unknown,2025-04-18 14:20:21.649255,,0.00,33.75
5726,TUAS PROMENADE,TUAS,DOCTOR,83.80,unknown,2025-04-18 14:20:21.704387,,0.00,6.92
5727,TUAS PROMENADE,TUAS,RESTAURANT,44.29,extremely low,2025-04-18 14:20:21.757914,2,0.00,0.0
5728,TUAS PROMENADE,TUAS,SHOPPING,22.12,unknown,2025-04-18 14:20:21.797729,,0.00,6.92
5729,TUAS PROMENADE,TUAS,PERSONAL_CARE,74.91,unknown,2025-04-18 14:20:21.863666,,0.00,6.92
5730,TUAS PROMENADE,TUAS,SCHOOL,46.45,unknown,2025-04-18 14:20:21.91462,,0.00,3.08
5731,TUAS PROMENADE,TUAS,VEHICLE,99.22,unknown,2025-04-18 14:20:21.956008,,0.00,6.92
5732,TUAS PROMENADE,TUAS,SPORTS_COMPLEX,45.04,extremely low,2025-04-18 14:20:22.003947,1,0.00,26.84
5733,SERANGOON CENTRAL,SERANGOON,ARTS,46.11,unknown,2025-04-18 14:20:22.04377,,52.61,52.17
5734,SERANGOON CENTRAL,SERANGOON,APPAREL,39.21,extremely high,2025-04-18 14:20:22.105351,8,5.85,22.41
5735,SERANGOON CENTRAL,SERANGOON,CAFE,6.52,extremely high,2025-04-18 14:20:22.149514,10,4.78,34.26
5736,SERANGOON CENTRAL,SERANGOON,CLUBS,82.77,low,2025-04-18 14:20:22.187403,1,26.30,45.66
5737,SERANGOON CENTRAL,SERANGOON,DOCTOR,44.88,medium,2025-04-18 14:20:22.229025,2,17.54,30.56
5738,SERANGOON CENTRAL,SERANGOON,RESTAURANT,29.98,extremely high,2025-04-18 14:20:22.266374,40,1.28,26.76
5739,SERANGOON CENTRAL,SERANGOON,SHOPPING,5.80,extremely high,2025-04-18 14:20:22.314824,16,3.09,21.44
5740,SERANGOON CENTRAL,SERANGOON,PERSONAL_CARE,84.21,extremely high,2025-04-18 14:20:22.360264,7,6.58,22.67
5741,SERANGOON CENTRAL,SERANGOON,SCHOOL,94.35,high,2025-04-18 14:20:22.411075,5,8.77,21.6
5742,SERANGOON CENTRAL,SERANGOON,VEHICLE,41.78,low,2025-04-18 14:20:22.458484,1,26.30,33.62
5743,SERANGOON CENTRAL,SERANGOON,SPORTS_COMPLEX,24.50,low,2025-04-18 14:20:22.499485,1,26.30,45.66
5744,BRADDELL,TOA PAYOH,ARTS,18.37,unknown,2025-04-18 14:20:22.536196,,47.29,50.3
5745,BRADDELL,TOA PAYOH,APPAREL,60.36,unknown,2025-04-18 14:20:22.579882,,47.29,38.27
5746,BRADDELL,TOA PAYOH,CAFE,53.57,unknown,2025-04-18 14:20:22.619304,,47.29,47.53
5747,BRADDELL,TOA PAYOH,CLUBS,95.97,unknown,2025-04-18 14:20:22.657437,,47.29,50.3
5748,BRADDELL,TOA PAYOH,DOCTOR,67.87,unknown,2025-04-18 14:20:22.697727,,47.29,38.27
5749,BRADDELL,TOA PAYOH,RESTAURANT,67.65,unknown,2025-04-18 14:20:22.757154,,47.29,34.46
5750,BRADDELL,TOA PAYOH,SHOPPING,66.69,unknown,2025-04-18 14:20:22.797035,,47.29,38.27
5751,BRADDELL,TOA PAYOH,PERSONAL_CARE,81.53,unknown,2025-04-18 14:20:22.833686,,47.29,38.27
5752,BRADDELL,TOA PAYOH,SCHOOL,54.99,unknown,2025-04-18 14:20:22.869327,,47.29,34.43
5753,BRADDELL,TOA PAYOH,VEHICLE,56.90,unknown,2025-04-18 14:20:22.908017,,47.29,38.27
5754,BRADDELL,TOA PAYOH,SPORTS_COMPLEX,17.99,unknown,2025-04-18 14:20:22.946257,,47.29,50.3
5755,BISHAN EAST,BISHAN,ARTS,74.55,unknown,2025-04-18 14:20:22.987688,,34.13,45.7
5756,BISHAN EAST,BISHAN,APPAREL,6.04,unknown,2025-04-18 14:20:23.04015,,34.13,33.66
5757,BISHAN EAST,BISHAN,CAFE,52.06,unknown,2025-04-18 14:20:23.081208,,34.13,42.93
5758,BISHAN EAST,BISHAN,CLUBS,97.60,unknown,2025-04-18 14:20:23.120431,,34.13,45.7
5759,BISHAN EAST,BISHAN,DOCTOR,14.67,unknown,2025-04-18 14:20:23.160237,,34.13,33.66
5760,BISHAN EAST,BISHAN,RESTAURANT,94.62,unknown,2025-04-18 14:20:23.199743,,34.13,29.85
5761,BISHAN EAST,BISHAN,SHOPPING,23.21,unknown,2025-04-18 14:20:23.237941,,34.13,33.66
5762,BISHAN EAST,BISHAN,PERSONAL_CARE,99.05,unknown,2025-04-18 14:20:23.278329,,34.13,33.66
5763,BISHAN EAST,BISHAN,SCHOOL,29.23,extremely low,2025-04-18 14:20:23.322739,1,17.07,29.52
5764,BISHAN EAST,BISHAN,VEHICLE,35.49,unknown,2025-04-18 14:20:23.373092,,34.13,33.66
5765,BISHAN EAST,BISHAN,SPORTS_COMPLEX,61.01,unknown,2025-04-18 14:20:23.420123,,34.13,45.7
5766,TAMPINES WEST,TAMPINES,ARTS,70.00,extremely low,2025-04-18 14:20:23.473713,1,20.28,43.55
5767,TAMPINES WEST,TAMPINES,APPAREL,77.24,unknown,2025-04-18 14:20:23.52072,,40.56,35.91
5768,TAMPINES WEST,TAMPINES,CAFE,48.90,high,2025-04-18 14:20:23.560639,13,2.90,33.61
5769,TAMPINES WEST,TAMPINES,CLUBS,82.69,low,2025-04-18 14:20:23.611155,3,10.14,45.86
5770,TAMPINES WEST,TAMPINES,DOCTOR,12.91,extremely low,2025-04-18 14:20:23.659478,1,20.28,31.52
5771,TAMPINES WEST,TAMPINES,RESTAURANT,96.55,high,2025-04-18 14:20:23.702106,19,2.03,27.02
5772,TAMPINES WEST,TAMPINES,SHOPPING,58.98,medium,2025-04-18 14:20:23.742345,9,4.06,21.78
5773,TAMPINES WEST,TAMPINES,PERSONAL_CARE,63.05,low,2025-04-18 14:20:23.789468,4,8.11,31.76
5774,TAMPINES WEST,TAMPINES,SCHOOL,83.31,high,2025-04-18 14:20:23.829116,13,2.90,19.55
5775,TAMPINES WEST,TAMPINES,VEHICLE,48.90,extremely low,2025-04-18 14:20:23.870552,1,20.28,31.52
5776,TAMPINES WEST,TAMPINES,SPORTS_COMPLEX,43.00,extremely low,2025-04-18 14:20:23.910623,1,20.28,43.55
5777,BRICKWORKS,BUKIT BATOK,ARTS,25.41,unknown,2025-04-18 14:20:23.954741,,0.00,33.75
5778,BRICKWORKS,BUKIT BATOK,APPAREL,22.91,unknown,2025-04-18 14:20:23.994375,,0.00,6.92
5779,BRICKWORKS,BUKIT BATOK,CAFE,16.89,high,2025-04-18 14:20:24.049398,5,0.00,28.97
5780,BRICKWORKS,BUKIT BATOK,CLUBS,99.74,unknown,2025-04-18 14:20:24.110351,,0.00,33.75
5781,BRICKWORKS,BUKIT BATOK,DOCTOR,45.36,low,2025-04-18 14:20:24.15125,1,0.00,0.0
5782,BRICKWORKS,BUKIT BATOK,RESTAURANT,55.50,extremely high,2025-04-18 14:20:24.19611,12,0.00,8.36
5783,BRICKWORKS,BUKIT BATOK,SHOPPING,94.31,high,2025-04-18 14:20:24.233249,6,0.00,1.51
5784,BRICKWORKS,BUKIT BATOK,PERSONAL_CARE,15.12,high,2025-04-18 14:20:24.275068,6,0.00,1.51
5785,BRICKWORKS,BUKIT BATOK,SCHOOL,49.58,high,2025-04-18 14:20:24.313246,4,0.00,4.97
5786,BRICKWORKS,BUKIT BATOK,VEHICLE,17.84,low,2025-04-18 14:20:24.351479,1,0.00,0.0
5787,BRICKWORKS,BUKIT BATOK,SPORTS_COMPLEX,61.21,unknown,2025-04-18 14:20:24.38998,,0.00,33.75
5788,SERANGOON NORTH,SERANGOON,ARTS,51.20,unknown,2025-04-18 14:20:24.432074,,53.04,52.32
5789,SERANGOON NORTH,SERANGOON,APPAREL,45.84,unknown,2025-04-18 14:20:24.472108,,53.04,40.28
5790,SERANGOON NORTH,SERANGOON,CAFE,64.80,unknown,2025-04-18 14:20:24.514969,,53.04,49.55
5791,SERANGOON NORTH,SERANGOON,CLUBS,15.98,unknown,2025-04-18 14:20:24.562223,,53.04,52.32
5792,SERANGOON NORTH,SERANGOON,DOCTOR,9.39,unknown,2025-04-18 14:20:24.600579,,53.04,40.28
5793,SERANGOON NORTH,SERANGOON,RESTAURANT,72.32,unknown,2025-04-18 14:20:24.64163,,53.04,36.47
5794,SERANGOON NORTH,SERANGOON,SHOPPING,34.72,unknown,2025-04-18 14:20:24.682338,,53.04,40.28
5795,SERANGOON NORTH,SERANGOON,PERSONAL_CARE,0.61,unknown,2025-04-18 14:20:24.730946,,53.04,40.28
5796,SERANGOON NORTH,SERANGOON,SCHOOL,23.91,unknown,2025-04-18 14:20:24.772524,,53.04,36.44
5797,SERANGOON NORTH,SERANGOON,VEHICLE,48.38,unknown,2025-04-18 14:20:24.813651,,53.04,40.28
5798,SERANGOON NORTH,SERANGOON,SPORTS_COMPLEX,51.91,unknown,2025-04-18 14:20:24.851625,,53.04,52.32
5799,GUILIN,BUKIT BATOK,ARTS,28.52,unknown,2025-04-18 14:20:24.892779,,22.44,41.61
5800,GUILIN,BUKIT BATOK,APPAREL,99.32,unknown,2025-04-18 14:20:24.954688,,22.44,53.77
5801,GUILIN,BUKIT BATOK,CAFE,9.10,medium,2025-04-18 14:20:25.034452,2,7.48,49.29
5802,GUILIN,BUKIT BATOK,CLUBS,34.23,unknown,2025-04-18 14:20:25.07436,,22.44,41.61
5803,GUILIN,BUKIT BATOK,DOCTOR,57.93,low,2025-04-18 14:20:25.12132,1,11.22,40.51
5804,GUILIN,BUKIT BATOK,RESTAURANT,43.42,extremely high,2025-04-18 14:20:25.179529,7,2.81,51.49
5805,GUILIN,BUKIT BATOK,SHOPPING,61.05,unknown,2025-04-18 14:20:25.220519,,22.44,53.77
5806,GUILIN,BUKIT BATOK,PERSONAL_CARE,6.92,unknown,2025-04-18 14:20:25.263062,,22.44,53.77
5807,GUILIN,BUKIT BATOK,SCHOOL,12.66,medium,2025-04-18 14:20:25.301918,3,5.61,35.69
5808,GUILIN,BUKIT BATOK,VEHICLE,48.26,unknown,2025-04-18 14:20:25.357319,,22.44,53.77
5809,GUILIN,BUKIT BATOK,SPORTS_COMPLEX,64.27,unknown,2025-04-18 14:20:25.400031,,22.44,41.61
5810,WENYA,JURONG WEST,ARTS,25.24,unknown,2025-04-18 14:20:25.447363,,7.99,36.55
5811,WENYA,JURONG WEST,APPAREL,27.33,unknown,2025-04-18 14:20:25.48712,,7.99,24.51
5812,WENYA,JURONG WEST,CAFE,69.81,unknown,2025-04-18 14:20:25.523785,,7.99,33.78
5813,WENYA,JURONG WEST,CLUBS,82.67,unknown,2025-04-18 14:20:25.563586,,7.99,36.55
5814,WENYA,JURONG WEST,DOCTOR,33.49,extremely low,2025-04-18 14:20:25.613936,1,4.00,27.89
5815,WENYA,JURONG WEST,RESTAURANT,45.16,extremely low,2025-04-18 14:20:25.651071,1,4.00,20.01
5816,WENYA,JURONG WEST,SHOPPING,12.66,unknown,2025-04-18 14:20:25.687877,,7.99,24.51
5817,WENYA,JURONG WEST,PERSONAL_CARE,49.79,unknown,2025-04-18 14:20:25.724078,,7.99,24.51
5818,WENYA,JURONG WEST,SCHOOL,32.10,low,2025-04-18 14:20:25.775055,2,2.66,35.53
5819,WENYA,JURONG WEST,VEHICLE,74.79,unknown,2025-04-18 14:20:25.823219,,7.99,24.51
5820,WENYA,JURONG WEST,SPORTS_COMPLEX,97.87,unknown,2025-04-18 14:20:25.860689,,7.99,36.55
5821,NATURE RESERVE,BUKIT PANJANG,ARTS,80.12,unknown,2025-04-18 14:20:25.902194,,2.04,34.47
5822,NATURE RESERVE,BUKIT PANJANG,APPAREL,11.47,extremely low,2025-04-18 14:20:25.941115,1,1.02,22.92
5823,NATURE RESERVE,BUKIT PANJANG,CAFE,75.40,low,2025-04-18 14:20:25.984527,5,0.34,31.84
5824,NATURE RESERVE,BUKIT PANJANG,CLUBS,40.09,unknown,2025-04-18 14:20:26.031891,,2.04,34.47
5825,NATURE RESERVE,BUKIT PANJANG,DOCTOR,25.36,extremely low,2025-04-18 14:20:26.06897,1,1.02,19.68
5826,NATURE RESERVE,BUKIT PANJANG,RESTAURANT,63.92,high,2025-04-18 14:20:26.11158,16,0.12,28.54
5827,NATURE RESERVE,BUKIT PANJANG,SHOPPING,84.71,extremely low,2025-04-18 14:20:26.152265,2,0.68,27.81
5828,NATURE RESERVE,BUKIT PANJANG,PERSONAL_CARE,51.69,extremely low,2025-04-18 14:20:26.196481,1,1.02,26.57
5829,NATURE RESERVE,BUKIT PANJANG,SCHOOL,6.87,low,2025-04-18 14:20:26.231835,6,0.29,20.99
5830,NATURE RESERVE,BUKIT PANJANG,VEHICLE,37.14,unknown,2025-04-18 14:20:26.271024,,2.04,22.43
5831,NATURE RESERVE,BUKIT PANJANG,SPORTS_COMPLEX,62.31,extremely low,2025-04-18 14:20:26.311513,1,1.02,35.37
5832,TAMPINES EAST,TAMPINES,ARTS,60.06,unknown,2025-04-18 14:20:26.353092,,54.53,52.84
5833,TAMPINES EAST,TAMPINES,APPAREL,63.78,low,2025-04-18 14:20:26.403477,6,7.79,23.09
5834,TAMPINES EAST,TAMPINES,CAFE,41.38,medium,2025-04-18 14:20:26.446748,11,4.54,34.18
5835,TAMPINES EAST,TAMPINES,CLUBS,24.23,extremely low,2025-04-18 14:20:26.486971,3,13.63,47.09
5836,TAMPINES EAST,TAMPINES,DOCTOR,2.40,low,2025-04-18 14:20:26.524975,6,7.79,23.09
5837,TAMPINES EAST,TAMPINES,RESTAURANT,26.87,high,2025-04-18 14:20:26.598877,26,2.02,27.02
5838,TAMPINES EAST,TAMPINES,SHOPPING,0.14,high,2025-04-18 14:20:26.644834,24,2.18,21.13
5839,TAMPINES EAST,TAMPINES,PERSONAL_CARE,18.47,low,2025-04-18 14:20:26.689319,5,9.09,23.54
5840,TAMPINES EAST,TAMPINES,SCHOOL,49.49,high,2025-04-18 14:20:26.73824,14,3.64,19.81
5841,TAMPINES EAST,TAMPINES,VEHICLE,2.85,low,2025-04-18 14:20:26.772823,4,10.91,32.74
5842,TAMPINES EAST,TAMPINES,SPORTS_COMPLEX,55.54,extremely low,2025-04-18 14:20:26.810055,1,27.27,46.0
5843,LORONG AH SOO,HOUGANG,ARTS,74.35,unknown,2025-04-18 14:20:26.86129,,46.93,50.18
5844,LORONG AH SOO,HOUGANG,APPAREL,75.12,unknown,2025-04-18 14:20:26.90756,,46.93,38.14
5845,LORONG AH SOO,HOUGANG,CAFE,73.78,extremely high,2025-04-18 14:20:26.945274,10,4.27,34.09
5846,LORONG AH SOO,HOUGANG,CLUBS,77.83,medium,2025-04-18 14:20:26.986837,4,9.39,44.25
5847,LORONG AH SOO,HOUGANG,DOCTOR,48.77,extremely high,2025-04-18 14:20:27.025274,11,3.91,21.73
5848,LORONG AH SOO,HOUGANG,RESTAURANT,33.64,extremely high,2025-04-18 14:20:27.062509,42,1.09,26.69
5849,LORONG AH SOO,HOUGANG,SHOPPING,75.34,extremely high,2025-04-18 14:20:27.100211,15,2.93,21.39
5850,LORONG AH SOO,HOUGANG,PERSONAL_CARE,50.31,extremely high,2025-04-18 14:20:27.14649,33,1.38,20.85
5851,LORONG AH SOO,HOUGANG,SCHOOL,28.22,high,2025-04-18 14:20:27.182923,7,5.87,20.59
5852,LORONG AH SOO,HOUGANG,VEHICLE,16.15,medium,2025-04-18 14:20:27.219446,3,11.73,34.38
5853,LORONG AH SOO,HOUGANG,SPORTS_COMPLEX,85.76,extremely low,2025-04-18 14:20:27.257764,1,23.46,44.67
5854,TOH TUCK,CLEMENTI,ARTS,46.05,unknown,2025-04-18 14:20:27.300051,,0.00,33.75
5855,TOH TUCK,CLEMENTI,APPAREL,59.87,unknown,2025-04-18 14:20:27.352111,,0.00,6.92
5856,TOH TUCK,CLEMENTI,CAFE,68.49,unknown,2025-04-18 14:20:27.38663,,0.00,30.98
5857,TOH TUCK,CLEMENTI,CLUBS,74.95,unknown,2025-04-18 14:20:27.426588,,0.00,33.75
5858,TOH TUCK,CLEMENTI,DOCTOR,99.88,unknown,2025-04-18 14:20:27.463318,,0.00,6.92
5859,TOH TUCK,CLEMENTI,RESTAURANT,74.57,medium,2025-04-18 14:20:27.50033,6,0.00,8.36
5860,TOH TUCK,CLEMENTI,SHOPPING,64.33,low,2025-04-18 14:20:27.539512,2,0.00,0.0
5861,TOH TUCK,CLEMENTI,PERSONAL_CARE,34.90,unknown,2025-04-18 14:20:27.582752,,0.00,6.92
5862,TOH TUCK,CLEMENTI,SCHOOL,58.60,extremely low,2025-04-18 14:20:27.626132,1,0.00,0.03
5863,TOH TUCK,CLEMENTI,VEHICLE,25.61,extremely high,2025-04-18 14:20:27.667019,13,0.00,1.51
5864,TOH TUCK,CLEMENTI,SPORTS_COMPLEX,85.03,extremely low,2025-04-18 14:20:27.710423,1,0.00,26.84
5865,MOUNT PLEASANT,NOVENA,ARTS,96.15,unknown,2025-04-18 14:20:27.750699,,0.49,33.92
5866,MOUNT PLEASANT,NOVENA,APPAREL,48.92,unknown,2025-04-18 14:20:27.790467,,0.49,21.89
5867,MOUNT PLEASANT,NOVENA,CAFE,24.39,unknown,2025-04-18 14:20:27.832213,,0.49,31.15
5868,MOUNT PLEASANT,NOVENA,CLUBS,40.31,unknown,2025-04-18 14:20:27.867433,,0.49,33.92
5869,MOUNT PLEASANT,NOVENA,DOCTOR,86.60,unknown,2025-04-18 14:20:27.940577,,0.49,21.89
5870,MOUNT PLEASANT,NOVENA,RESTAURANT,74.22,unknown,2025-04-18 14:20:27.980594,,0.49,18.08
5871,MOUNT PLEASANT,NOVENA,SHOPPING,5.63,unknown,2025-04-18 14:20:28.01597,,0.49,21.89
5872,MOUNT PLEASANT,NOVENA,PERSONAL_CARE,42.04,unknown,2025-04-18 14:20:28.05105,,0.49,21.89
5873,MOUNT PLEASANT,NOVENA,SCHOOL,70.56,unknown,2025-04-18 14:20:28.088617,,0.49,18.05
5874,MOUNT PLEASANT,NOVENA,VEHICLE,14.50,unknown,2025-04-18 14:20:28.13487,,0.49,21.89
5875,MOUNT PLEASANT,NOVENA,SPORTS_COMPLEX,70.15,unknown,2025-04-18 14:20:28.173416,,0.49,33.92
5876,HILLCREST,BUKIT TIMAH,ARTS,15.56,unknown,2025-04-18 14:20:28.208988,,7.32,36.31
5877,HILLCREST,BUKIT TIMAH,APPAREL,96.35,unknown,2025-04-18 14:20:28.245065,,7.32,24.28
5878,HILLCREST,BUKIT TIMAH,CAFE,37.24,extremely low,2025-04-18 14:20:28.28314,1,3.66,47.96
5879,HILLCREST,BUKIT TIMAH,CLUBS,6.29,unknown,2025-04-18 14:20:28.325584,,7.32,36.31
5880,HILLCREST,BUKIT TIMAH,DOCTOR,62.92,extremely low,2025-04-18 14:20:28.39305,1,3.66,35.97
5881,HILLCREST,BUKIT TIMAH,RESTAURANT,61.21,extremely high,2025-04-18 14:20:28.437935,16,0.43,31.71
5882,HILLCREST,BUKIT TIMAH,SHOPPING,80.95,extremely low,2025-04-18 14:20:28.476,2,2.44,37.44
5883,HILLCREST,BUKIT TIMAH,PERSONAL_CARE,27.73,extremely low,2025-04-18 14:20:28.516272,1,3.66,37.87
5884,HILLCREST,BUKIT TIMAH,SCHOOL,34.69,high,2025-04-18 14:20:28.55475,9,0.73,28.6
5885,HILLCREST,BUKIT TIMAH,VEHICLE,7.44,low,2025-04-18 14:20:28.596736,3,1.83,33.17
5886,HILLCREST,BUKIT TIMAH,SPORTS_COMPLEX,84.76,unknown,2025-04-18 14:20:28.634672,,7.32,36.31
5887,LOWER SELETAR,YISHUN,ARTS,51.75,unknown,2025-04-18 14:20:28.670527,,0.69,33.99
5888,LOWER SELETAR,YISHUN,APPAREL,55.03,unknown,2025-04-18 14:20:28.711049,,0.69,21.96
5889,LOWER SELETAR,YISHUN,CAFE,30.07,unknown,2025-04-18 14:20:28.748702,,0.69,31.22
5890,LOWER SELETAR,YISHUN,CLUBS,21.51,unknown,2025-04-18 14:20:28.787207,,0.69,33.99
5891,LOWER SELETAR,YISHUN,DOCTOR,52.99,unknown,2025-04-18 14:20:28.823271,,0.69,21.96
5892,LOWER SELETAR,YISHUN,RESTAURANT,60.04,extremely low,2025-04-18 14:20:28.868738,3,0.17,26.82
5893,LOWER SELETAR,YISHUN,SHOPPING,58.07,extremely low,2025-04-18 14:20:28.911776,3,0.17,27.42
5894,LOWER SELETAR,YISHUN,PERSONAL_CARE,84.76,unknown,2025-04-18 14:20:28.954578,,0.69,21.96
5895,LOWER SELETAR,YISHUN,SCHOOL,17.80,unknown,2025-04-18 14:20:28.990468,,0.69,18.12
5896,LOWER SELETAR,YISHUN,VEHICLE,56.04,unknown,2025-04-18 14:20:29.028834,,0.69,21.96
5897,LOWER SELETAR,YISHUN,SPORTS_COMPLEX,37.23,unknown,2025-04-18 14:20:29.073415,,0.69,33.99
5898,NORTHSHORE,PUNGGOL,ARTS,5.81,unknown,2025-04-18 14:20:29.112099,,0.49,33.92
5899,NORTHSHORE,PUNGGOL,APPAREL,94.08,unknown,2025-04-18 14:20:29.15335,,0.49,21.89
5900,NORTHSHORE,PUNGGOL,CAFE,70.11,high,2025-04-18 14:20:29.189493,8,0.05,29.06
5901,NORTHSHORE,PUNGGOL,CLUBS,30.92,unknown,2025-04-18 14:20:29.227155,,0.49,33.92
5902,NORTHSHORE,PUNGGOL,DOCTOR,84.35,low,2025-04-18 14:20:29.267336,2,0.16,14.85
5903,NORTHSHORE,PUNGGOL,RESTAURANT,48.10,extremely high,2025-04-18 14:20:29.308987,21,0.02,23.23
5904,NORTHSHORE,PUNGGOL,SHOPPING,93.55,high,2025-04-18 14:20:29.357637,6,0.07,16.41
5905,NORTHSHORE,PUNGGOL,PERSONAL_CARE,61.59,high,2025-04-18 14:20:29.481043,5,0.08,16.42
5906,NORTHSHORE,PUNGGOL,SCHOOL,64.66,extremely high,2025-04-18 14:20:29.517923,11,0.04,15.34
5907,NORTHSHORE,PUNGGOL,VEHICLE,17.34,unknown,2025-04-18 14:20:29.558504,,0.49,21.89
5908,NORTHSHORE,PUNGGOL,SPORTS_COMPLEX,3.68,low,2025-04-18 14:20:29.599604,2,0.16,26.89
5909,PANG SUA,SUNGEI KADUT,ARTS,12.84,unknown,2025-04-18 14:20:29.636475,,0.00,33.75
5910,PANG SUA,SUNGEI KADUT,APPAREL,73.42,unknown,2025-04-18 14:20:29.676231,,0.00,6.92
5911,PANG SUA,SUNGEI KADUT,CAFE,40.73,unknown,2025-04-18 14:20:29.725189,,0.00,30.98
5912,PANG SUA,SUNGEI KADUT,CLUBS,73.37,unknown,2025-04-18 14:20:29.767545,,0.00,33.75
5913,PANG SUA,SUNGEI KADUT,DOCTOR,10.10,unknown,2025-04-18 14:20:29.804512,,0.00,6.92
5914,PANG SUA,SUNGEI KADUT,RESTAURANT,7.28,extremely low,2025-04-18 14:20:29.842289,1,0.00,0.0
5915,PANG SUA,SUNGEI KADUT,SHOPPING,76.85,extremely low,2025-04-18 14:20:29.879688,1,0.00,0.0
5916,PANG SUA,SUNGEI KADUT,PERSONAL_CARE,73.52,unknown,2025-04-18 14:20:29.917013,,0.00,6.92
